Stadt Köln;Einwohner-/innen mit Migrationshintergrund;Anteil Einwohner-/innen mit Migrationshintergrund an allen Einwohnern in %;Einwohner-/innen mit Migrationshintergrund unter 18 Jahre;Anteil Einwohner-/innen mit Migrationshintergrund unter 18 Jahre an allen Einwohnern unter 18 Jahre in %
Köln gesamt;393793;36,8;88321;52,0
