Nr.;Stadt Köln;Einwohner mit Migrationshintergrund;Anteil Einwohner mit Migrationshintergrund an allen Einwohnern in %;Einwohner mit Migrationshintergrund unter 18 Jahre;Anteil Einwohner mit Migrationshintergrund unter 18 Jahre an allen Einwohnern unter 18 Jahre in %
;Köln gesamt;364891;34,9;81374;49,7
